Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;
83842;03/12/2018;1200;16.4;15.6;
83842;03/12/2018;1800;19.2;16.4;
83842;04/12/2018;0000;16.5;15.2;
83842;04/12/2018;1200;19.6;16.3;
83842;04/12/2018;1800;26.8;17;
83842;05/12/2018;0000;23.6;16.6;
83842;05/12/2018;1200;22.2;14.5;
83842;05/12/2018;1800;29.2;17.1;
83842;06/12/2018;0000;21.5;15.8;
83842;06/12/2018;1200;19.8;16.5;
83842;06/12/2018;1800;29.1;18.9;
83842;07/12/2018;0000;18.3;16.9;
83842;07/12/2018;1200;16.2;14.8;
83842;07/12/2018;1800;19.7;16.6;
83842;08/12/2018;0000;13.8;13;
83842;08/12/2018;1200;14.2;12.2;
83842;08/12/2018;1800;20.8;14.6;
83842;09/12/2018;0000;14.4;12.5;
83842;09/12/2018;1200;18;13.8;
83842;09/12/2018;1800;24.9;18.9;
83842;10/12/2018;0000;16.9;15.5;
83842;10/12/2018;1200;19.7;16.1;
83842;10/12/2018;1800;28.9;20.4;
83842;11/12/2018;0000;23.4;20.1;
83842;11/12/2018;1200;25.5;19.9;
83842;11/12/2018;1800;31.9;19.7;
83842;12/12/2018;0000;25.3;21.1;
83842;12/12/2018;1200;26.3;20.3;
83842;12/12/2018;1800;30.2;20.4;
83842;13/12/2018;0000;27.4;20.4;
83842;13/12/2018;1200;25.2;21.1;
83842;13/12/2018;1800;33.2;21.5;
83842;14/12/2018;0000;23;21;
83842;14/12/2018;1200;27.3;20.6;
83842;14/12/2018;1800;32.3;21.5;
83842;15/12/2018;0000;26.3;20.6;
83842;15/12/2018;1200;25.3;21.2;
83842;15/12/2018;1800;32;22.3;
83842;16/12/2018;0000;19.8;19.1;
83842;16/12/2018;1200;22.6;20.2;
83842;16/12/2018;1800;30.9;22.6;
83842;17/12/2018;0000;23;21.4;
83842;17/12/2018;1200;24.9;21.8;
83842;17/12/2018;1800;28.5;20.5;
83842;18/12/2018;0000;27.5;21.9;
83842;18/12/2018;1200;24.2;21.9;
83842;18/12/2018;1800;32.5;23;
83842;19/12/2018;0000;21.6;20.2;
83842;19/12/2018;1200;22.9;20.3;
83842;19/12/2018;1800;31;23.3;
83842;20/12/2018;0000;25.8;21.8;
83842;20/12/2018;1200;23.5;21.7;
83842;20/12/2018;1800;31.5;22.2;
83842;21/12/2018;0000;26.2;21;
83842;21/12/2018;1200;22.7;20.2;
83842;21/12/2018;1800;27.4;21.3;
83842;22/12/2018;0000;20.7;19;
83842;22/12/2018;1200;24.2;19.4;
83842;22/12/2018;1800;31;22.7;
83842;23/12/2018;0000;22.1;20.5;
83842;23/12/2018;1200;21.9;19.7;
83842;23/12/2018;1800;27.7;22.7;
83842;24/12/2018;0000;21.2;20.1;
83842;24/12/2018;1200;20.2;17.8;
83842;24/12/2018;1800;24.1;20.5;
83842;25/12/2018;0000;19.7;18;
83842;25/12/2018;1200;18.9;18.1;
83842;25/12/2018;1800;24.6;20.1;
83842;26/12/2018;0000;19.1;17.5;
83842;26/12/2018;1200;21.2;17.7;
83842;26/12/2018;1800;27.6;21.5;
83842;27/12/2018;0000;20.2;19.1;
83842;27/12/2018;1200;21.1;18.6;
83842;27/12/2018;1800;25.9;20.6;
83842;28/12/2018;0000;20.2;18.6;
83842;28/12/2018;1200;22.3;19.1;
83842;28/12/2018;1800;28.7;21.1;
83842;29/12/2018;0000;22.5;20.1;
83842;29/12/2018;1200;23.2;20.3;
83842;30/12/2018;0000;21.9;20.1;
83842;31/12/2018;1200;22.4;21.1;
83842;01/01/2019;0000;23;20.6;
83842;01/01/2019;1200;22.3;19.4;
83842;01/01/2019;1800;30.2;21.7;
83842;02/01/2019;0000;22.5;20.6;
83842;02/01/2019;1200;24.6;20.7;
83842;02/01/2019;1800;31.4;22.7;
83842;03/01/2019;0000;26;21.3;
83842;03/01/2019;1200;25.9;22;
83842;03/01/2019;1800;31.2;24.8;
83842;04/01/2019;0000;27.1;21.8;
83842;04/01/2019;1200;26.9;21.8;
83842;04/01/2019;1800;26;22.9;
83842;05/01/2019;0000;21.1;20.1;
83842;05/01/2019;1200;20.7;19.9;
83842;05/01/2019;1800;20.6;19;
83842;06/01/2019;0000;19.4;18.9;
83842;06/01/2019;1200;20.1;18.6;
83842;06/01/2019;1800;25.4;21.8;
83842;07/01/2019;0000;21.8;20.7;
83842;07/01/2019;1200;23.8;21.1;
83842;07/01/2019;1800;29.1;22.1;
83842;08/01/2019;0000;22.6;20.5;
83842;08/01/2019;1200;25;21.4;
83842;08/01/2019;1800;30.6;23.3;
83842;09/01/2019;0000;19.7;18.9;
83842;09/01/2019;1200;23.7;20.5;
83842;09/01/2019;1800;29.7;22.5;
83842;10/01/2019;0000;26.9;22.9;
83842;10/01/2019;1200;24.8;21.9;
83842;10/01/2019;1800;27.2;20.9;
83842;11/01/2019;0000;22.2;18.7;
83842;11/01/2019;1200;23.9;19.8;
83842;11/01/2019;1800;26;21.7;
83842;12/01/2019;0000;19.9;18.9;
83842;12/01/2019;1200;24;20.5;
83842;12/01/2019;1800;20.5;18.9;
83842;13/01/2019;0000;21.3;20;
83842;13/01/2019;1200;23.4;20.7;
83842;13/01/2019;1800;30.2;22.1;
83842;14/01/2019;0000;20.9;19.5;
83842;14/01/2019;1200;23.1;21.2;
83842;14/01/2019;1800;26;22.9;
83842;15/01/2019;0000;21.6;20.6;
83842;15/01/2019;1200;23.6;21;
83842;15/01/2019;1800;29.9;22.7;
83842;16/01/2019;0000;26.6;21.6;
83842;16/01/2019;1200;24.8;21.5;
83842;16/01/2019;1800;22.6;21.7;
83842;17/01/2019;0000;25.4;22.1;
83842;17/01/2019;1200;26.9;22.8;
83842;17/01/2019;1800;24.1;21.3;
83842;18/01/2019;0000;21.9;20.8;
83842;18/01/2019;1200;23.3;20.7;
83842;18/01/2019;1800;29.2;23.5;
83842;19/01/2019;0000;23.6;20.3;
83842;19/01/2019;1200;24.2;20.7;
83842;19/01/2019;1800;29.1;22.6;
83842;20/01/2019;0000;22.2;20.8;
83842;20/01/2019;1200;18.9;18.2;
83842;20/01/2019;1800;22.6;20.5;
83842;21/01/2019;0000;20.5;19.5;
83842;21/01/2019;1200;21.8;20.2;
83842;21/01/2019;1800;29.1;23;
83842;22/01/2019;0000;26.2;21.9;
83842;22/01/2019;1200;22.5;21.2;
83842;22/01/2019;1800;28.2;24.1;
83842;23/01/2019;0000;22.9;21.6;
83842;23/01/2019;1200;23.4;21.5;
83842;23/01/2019;1800;30.7;23.8;
83842;24/01/2019;0000;25.2;22.9;
83842;24/01/2019;1200;23.7;21.3;
83842;24/01/2019;1800;24.1;22.1;
83842;25/01/2019;0000;21.2;19.6;
83842;25/01/2019;1200;22.8;18.5;
83842;25/01/2019;1800;27;20.5;
83842;26/01/2019;0000;20.3;18.5;
83842;26/01/2019;1200;22.1;19.9;
83842;26/01/2019;1800;27.7;21.5;
83842;27/01/2019;0000;21.8;19.6;
83842;27/01/2019;1200;21.8;19.2;
83842;27/01/2019;1800;27.8;20.5;
83842;28/01/2019;0000;24.6;20.7;
83842;28/01/2019;1200;25.3;20.5;
83842;28/01/2019;1800;30.3;21.3;
83842;29/01/2019;0000;28.4;23.1;
83842;29/01/2019;1200;25.2;22.3;
83842;29/01/2019;1800;32.9;21.5;
83842;30/01/2019;0000;28;22.3;
83842;30/01/2019;1200;26.2;21.5;
83842;30/01/2019;1800;33.3;22.8;
83842;31/01/2019;0000;27.8;19.9;
83842;31/01/2019;1200;27;21.4;
83842;31/01/2019;1800;27.3;20.5;
83842;01/02/2019;0000;22.7;19.9;
83842;01/02/2019;1200;24.6;21.2;
83842;01/02/2019;1800;32;21.9;
83842;02/02/2019;0000;28.7;23.9;
83842;02/02/2019;1200;26;21.4;
83842;02/02/2019;1800;31.2;21.1;
83842;03/02/2019;0000;20.7;19.9;
83842;03/02/2019;1200;23.2;20.5;
83842;03/02/2019;1800;22.2;21.8;
83842;04/02/2019;0000;18.5;18.1;
83842;04/02/2019;1200;16.9;15.9;
83842;04/02/2019;1800;19.1;16.5;
83842;05/02/2019;0000;16.7;15.1;
83842;05/02/2019;1200;17.1;16.1;
83842;05/02/2019;1800;19.1;17.4;
83842;06/02/2019;0000;16.7;16.2;
83842;06/02/2019;1200;16.4;15.2;
83842;06/02/2019;1800;22.2;18.5;
83842;07/02/2019;0000;17.5;16.7;
83842;07/02/2019;1200;17.9;16.3;
83842;07/02/2019;1800;26;19.7;
83842;08/02/2019;0000;22.2;19.5;
83842;08/02/2019;1200;18.6;17.5;
83842;08/02/2019;1800;28.6;21.1;
83842;09/02/2019;0000;23.9;20.7;
83842;09/02/2019;1200;22;19.4;
83842;09/02/2019;1800;30.7;21.2;
83842;10/02/2019;0000;25.2;21.9;
83842;10/02/2019;1200;23.8;19.6;
83842;10/02/2019;1800;31.4;22;
83842;11/02/2019;0000;26.3;23;
83842;11/02/2019;1200;24;20.7;
83842;11/02/2019;1800;29.2;22.6;
83842;12/02/2019;0000;21.6;20.7;
83842;12/02/2019;1200;22.6;20.7;
83842;12/02/2019;1800;26.4;21.9;
83842;13/02/2019;0000;21.4;20.6;
83842;13/02/2019;1200;17.5;16.7;
83842;13/02/2019;1800;17.4;16.1;
83842;14/02/2019;0000;16.8;15.7;
83842;14/02/2019;1200;18.3;16.9;
83842;14/02/2019;1800;23.9;19.5;
83842;15/02/2019;0000;18.8;17.4;
83842;15/02/2019;1200;16.8;15.9;
83842;15/02/2019;1800;16.7;16.3;
83842;16/02/2019;0000;16.3;15.7;
83842;16/02/2019;1200;17.5;17.1;
83842;16/02/2019;1800;18.9;17.9;
83842;17/02/2019;0000;17.9;16.9;
83842;17/02/2019;1200;18.8;18.1;
83842;17/02/2019;1800;21.9;19.7;
83842;18/02/2019;0000;19.6;18.8;
83842;18/02/2019;1200;20.7;19.3;
83842;18/02/2019;1800;27.8;20.1;
83842;19/02/2019;0000;21.2;19.1;
83842;19/02/2019;1200;21.7;19.2;
83842;19/02/2019;1800;21.7;19.3;
83842;20/02/2019;0000;19.7;18.9;
83842;20/02/2019;1200;21.6;19.7;
83842;20/02/2019;1800;24.7;20.1;
83842;21/02/2019;0000;21.5;20.1;
83842;21/02/2019;1200;19.7;18.6;
83842;21/02/2019;1800;22.7;20.1;
83842;22/02/2019;0000;19.1;18.7;
83842;22/02/2019;1200;19.4;18.9;
83842;22/02/2019;1800;26.8;21.7;
83842;23/02/2019;0000;23.2;20.9;
83842;23/02/2019;1200;23.7;21.1;
83842;23/02/2019;1800;30;22.3;
83842;24/02/2019;0000;25.2;21.3;
83842;24/02/2019;1200;26.2;21.7;
83842;24/02/2019;1800;27.5;23;
83842;25/02/2019;0000;23.7;21;
83842;25/02/2019;1200;22.1;18.7;
83842;25/02/2019;1800;29.6;22.4;
83842;26/02/2019;0000;19.1;18.5;
83842;26/02/2019;1200;18.5;17.8;
83842;26/02/2019;1800;21.5;19.3;
83842;27/02/2019;0000;18.3;17.5;
83842;27/02/2019;1200;18;17.5;
83842;27/02/2019;1800;19.1;18.1;
83842;28/02/2019;0000;17;16.5;
83842;28/02/2019;1200;17.3;17;
83842;28/02/2019;1800;21.8;19.9;
83842;01/03/2019;0000;19.9;18.8;
83842;01/03/2019;1200;19.8;18.1;
83842;01/03/2019;1800;22.9;20.3;
83842;02/03/2019;0000;19.3;18.4;
83842;02/03/2019;1200;20.1;18.5;
83842;02/03/2019;1800;27.5;21.4;
83842;03/03/2019;0000;23.1;18.7;
83842;03/03/2019;1200;18.1;17.8;
83842;03/03/2019;1800;28.2;21.4;
83842;04/03/2019;0000;21.4;19.7;
83842;04/03/2019;1200;22;19.4;
83842;04/03/2019;1800;27.2;21.8;
83842;05/03/2019;0000;20.9;19.7;
83842;05/03/2019;1200;22.6;20.5;
83842;05/03/2019;1800;29;22;
83842;06/03/2019;0000;23.9;21.8;
83842;06/03/2019;1200;20.9;19.9;
83842;06/03/2019;1800;29.4;23;
83842;07/03/2019;0000;21.6;20.5;
83842;07/03/2019;1200;19.7;18.9;
83842;07/03/2019;1800;26.6;20.2;
83842;08/03/2019;0000;23.8;20.9;
83842;08/03/2019;1200;19.7;17.9;
83842;08/03/2019;1800;27.6;22.4;
83842;09/03/2019;0000;21.8;20.2;
83842;09/03/2019;1200;22.6;20.3;
83842;09/03/2019;1800;27.4;21.5;
83842;10/03/2019;0000;22.2;20.5;
83842;10/03/2019;1200;19.4;17.7;
83842;10/03/2019;1800;21.4;19.1;
83842;11/03/2019;0000;18.5;17.3;
83842;11/03/2019;1200;17.6;16.4;
83842;11/03/2019;1800;19.7;17.8;
83842;12/03/2019;0000;17.2;16.6;
83842;12/03/2019;1200;18.3;17.6;
83842;12/03/2019;1800;26.8;21.2;
83842;13/03/2019;0000;20.5;19.9;
83842;13/03/2019;1200;21.9;20.2;
83842;13/03/2019;1800;26.6;21.7;
83842;14/03/2019;0000;19.4;18.2;
83842;14/03/2019;1200;20.5;19;
83842;14/03/2019;1800;27;20.7;
83842;15/03/2019;0000;22.4;20.1;
83842;15/03/2019;1200;21.7;20.1;
83842;15/03/2019;1800;25;21.7;
83842;16/03/2019;0000;20.1;19;
83842;16/03/2019;1200;20.1;19.1;
83842;16/03/2019;1800;23.4;20.7;
83842;17/03/2019;0000;19.1;18.1;
83842;17/03/2019;1200;19.6;18.7;
83842;17/03/2019;1800;24.2;21.1;
83842;18/03/2019;0000;20.6;19.7;
83842;18/03/2019;1200;20.7;19.5;
83842;18/03/2019;1800;22.4;21;
83842;19/03/2019;0000;21.1;20.1;
83842;19/03/2019;1200;21.3;19.5;
83842;19/03/2019;1800;28.6;22.1;
83842;20/03/2019;0000;21.9;20.4;
83842;20/03/2019;1200;20;18.7;
83842;20/03/2019;1800;22.4;19.7;
83842;21/03/2019;0000;17.7;16.7;
83842;21/03/2019;1200;15.9;15;
83842;21/03/2019;1800;17.5;16.2;
83842;22/03/2019;0000;15.7;14.8;
83842;22/03/2019;1200;16.1;15.8;
83842;22/03/2019;1800;19.7;17.5;
83842;23/03/2019;0000;16.6;15.4;
83842;23/03/2019;1200;17.4;15.7;
83842;23/03/2019;1800;26.6;19.3;
83842;24/03/2019;0000;19.8;18.3;
83842;24/03/2019;1200;19.5;17.4;
83842;24/03/2019;1800;27.7;20.1;
83842;25/03/2019;0000;23.2;19.6;
83842;25/03/2019;1200;22;19.7;
83842;25/03/2019;1800;28.1;19.5;
83842;26/03/2019;0000;21.4;19.8;
83842;26/03/2019;1200;18.7;17.5;
83842;26/03/2019;1800;22.6;19.5;
83842;27/03/2019;0000;18.4;17.4;
83842;27/03/2019;1200;18.1;16.9;
83842;27/03/2019;1800;19.9;18.1;
83842;28/03/2019;0000;17.5;16.5;
83842;28/03/2019;1200;17.5;16.6;
83842;28/03/2019;1800;19.8;17.8;
83842;29/03/2019;0000;16.7;16.3;
83842;29/03/2019;1200;17;16.8;
83842;29/03/2019;1800;21.4;18.3;
83842;30/03/2019;0000;17.5;16.6;
83842;30/03/2019;1200;16.3;15.1;
83842;30/03/2019;1800;25.8;18.8;
83842;31/03/2019;0000;18.5;17.1;
83842;31/03/2019;1200;16.2;15.3;
83842;31/03/2019;1800;27.6;19.4;
83842;01/04/2019;0000;21.2;18.8;
83842;01/04/2019;1200;20.9;17.7;
83842;01/04/2019;1800;25.1;19.1;
83842;02/04/2019;0000;18.3;17.2;
83842;02/04/2019;1200;18.6;16.5;
83842;02/04/2019;1800;27.9;19.7;
83842;03/04/2019;0000;21.7;19.2;
83842;03/04/2019;1200;20.5;18.5;
83842;03/04/2019;1800;26.6;19.9;
83842;04/04/2019;0000;23;20.4;
83842;04/04/2019;1200;22.1;19.7;
83842;04/04/2019;1800;27.6;21.7;
83842;05/04/2019;0000;24.4;21.7;
83842;05/04/2019;1200;25.1;21;
83842;05/04/2019;1800;27.8;21.4;
83842;06/04/2019;0000;21.2;20.3;
83842;06/04/2019;1200;19;17.9;
83842;06/04/2019;1800;21.8;19.7;
83842;07/04/2019;0000;18.7;18.1;
83842;07/04/2019;1200;19.6;19.2;
83842;07/04/2019;1800;22.6;20.5;
83842;08/04/2019;0000;20.1;19.5;
83842;08/04/2019;1200;17.8;16.9;
83842;08/04/2019;1800;20.1;18.8;
83842;09/04/2019;0000;16.3;15.8;
83842;09/04/2019;1200;15.1;13.8;
83842;09/04/2019;1800;17.7;15.9;
83842;10/04/2019;0000;15.1;14.1;
83842;10/04/2019;1200;15.6;14.7;
83842;10/04/2019;1800;22.1;17.1;
83842;11/04/2019;0000;18;16.1;
83842;11/04/2019;1200;17.8;17.1;
83842;11/04/2019;1800;24.8;18.8;
83842;12/04/2019;0000;19.1;18.1;
83842;12/04/2019;1200;17.8;16.7;
83842;12/04/2019;1800;26.3;18.2;
83842;13/04/2019;0000;20.9;16.7;
83842;13/04/2019;1200;15.9;15.4;
83842;13/04/2019;1800;27.2;19;
83842;14/04/2019;0000;19.9;18.1;
83842;14/04/2019;1200;18.5;17.9;
83842;14/04/2019;1800;22.9;20.8;
83842;15/04/2019;0000;20.2;19.4;
83842;15/04/2019;1200;18.3;17.9;
83842;15/04/2019;1800;26.2;20.6;
83842;16/04/2019;0000;19.3;18.1;
83842;16/04/2019;1200;19.6;18.5;
83842;16/04/2019;1800;24;20;
83842;17/04/2019;0000;19.1;18.1;
83842;17/04/2019;1200;17.4;16.3;
83842;17/04/2019;1800;23.3;15.9;
83842;18/04/2019;0000;17.2;15.3;
83842;18/04/2019;1200;14.5;14.3;
83842;18/04/2019;1800;26.2;18.2;
83842;19/04/2019;0000;20.1;17.6;
83842;19/04/2019;1200;16.1;15.1;
83842;19/04/2019;1800;27;23.1;
83842;20/04/2019;0000;19.8;16.6;
83842;20/04/2019;1200;19.3;17.1;
83842;20/04/2019;1800;25.6;19.7;
83842;21/04/2019;0000;22;19.3;
83842;21/04/2019;1200;19.6;18.5;
83842;21/04/2019;1800;23.3;19.9;
83842;22/04/2019;0000;20.3;19.5;
83842;22/04/2019;1200;18.2;17.9;
83842;22/04/2019;1800;21.5;19.5;
83842;23/04/2019;0000;19;18.2;
83842;23/04/2019;1200;17.9;17.1;
83842;23/04/2019;1800;21.8;19.3;
83842;24/04/2019;0000;18.1;17.1;
83842;24/04/2019;1200;19.8;18.7;
83842;24/04/2019;1800;23.2;20.2;
83842;25/04/2019;0000;20.3;19.2;
83842;25/04/2019;1200;18.5;17.9;
83842;25/04/2019;1800;25.4;20.9;
83842;26/04/2019;0000;20.1;19.5;
83842;26/04/2019;1200;18.9;18.2;
83842;26/04/2019;1800;26.6;21.4;
83842;27/04/2019;0000;20.9;19.9;
83842;27/04/2019;1200;20.7;19.8;
83842;27/04/2019;1800;25.8;20.9;
83842;28/04/2019;0000;23.2;21.2;
83842;28/04/2019;1200;19.7;18;
83842;28/04/2019;1800;16.6;15.7;
83842;29/04/2019;0000;17.4;16.7;
83842;29/04/2019;1200;16.3;15.3;
83842;29/04/2019;1800;23.2;18.3;
83842;30/04/2019;0000;16.9;16.3;
83842;30/04/2019;1200;17.8;16.2;
83842;30/04/2019;1800;22.1;16.7;
83842;01/05/2019;0000;19.8;16.9;
83842;01/05/2019;1200;17.1;16.1;
83842;01/05/2019;1800;20.1;19;
83842;02/05/2019;0000;19.1;18.3;
83842;02/05/2019;1200;19.3;18.1;
83842;02/05/2019;1800;24.6;19.4;
83842;03/05/2019;0000;21.6;19.4;
83842;03/05/2019;1200;20.2;19.1;
83842;03/05/2019;1800;26.5;21.1;
83842;04/05/2019;0000;24;21.1;
83842;04/05/2019;1200;19.7;19.3;
83842;04/05/2019;1800;29;22.4;
83842;05/05/2019;0000;21.5;19.3;
83842;05/05/2019;1200;20.1;19.3;
83842;05/05/2019;1800;28.2;21.5;
83842;06/05/2019;0000;20.5;19.5;
83842;06/05/2019;1200;21.7;20;
83842;06/05/2019;1800;27.8;20;
83842;07/05/2019;0000;24.2;20.2;
83842;07/05/2019;1200;18.9;18.3;
83842;07/05/2019;1800;20.6;18.6;
83842;08/05/2019;0000;17.1;16.1;
83842;08/05/2019;1200;15.9;14.8;
83842;08/05/2019;1800;20.3;17.3;
83842;09/05/2019;0000;16.8;15.6;
83842;09/05/2019;1200;15.5;15.1;
83842;09/05/2019;1800;21.4;17.3;
83842;10/05/2019;0000;14.5;16.1;
83842;10/05/2019;1200;16.9;15.7;
83842;10/05/2019;1800;23.8;19.7;
83842;11/05/2019;0000;14.1;19.7;
83842;11/05/2019;1200;18.8;18.3;
83842;11/05/2019;1800;22.3;20.7;
83842;12/05/2019;0000;17.8;19.8;
83842;12/05/2019;1200;18.5;18.1;
83842;12/05/2019;1800;22.4;19.8;
83842;13/05/2019;0000;17.9;17.1;
83842;13/05/2019;1200;17.9;17.3;
83842;13/05/2019;1800;22.6;19.5;
83842;14/05/2019;0000;19.3;18.7;
83842;14/05/2019;1200;14.1;12.9;
83842;14/05/2019;1800;19.5;14.6;
83842;15/05/2019;0000;16.1;14.4;
83842;15/05/2019;1200;13.7;13.1;
83842;15/05/2019;1800;15.9;14.7;
83842;16/05/2019;0000;14.1;13.5;
83842;16/05/2019;1200;15.6;14.8;
83842;16/05/2019;1800;16.8;15.7;
83842;17/05/2019;0000;14.3;13.9;
83842;17/05/2019;1200;13.7;13.3;
83842;17/05/2019;1800;14.9;14.1;
83842;18/05/2019;0000;14.1;13.4;
83842;18/05/2019;1200;15.1;14.4;
83842;18/05/2019;1800;16.5;15.1;
83842;19/05/2019;0000;17.7;14.1;
83842;19/05/2019;1200;15.1;14.7;
83842;19/05/2019;1800;19.7;17.5;
83842;20/05/2019;0000;19.5;16.3;
83842;20/05/2019;1200;16.8;15.6;
83842;20/05/2019;1800;21.2;17.4;
83842;21/05/2019;0000;18.1;16.5;
83842;21/05/2019;1200;14.5;14.3;
83842;21/05/2019;1800;22;17.1;
83842;22/05/2019;0000;17.4;16.8;
83842;22/05/2019;1200;16;15.5;
83842;22/05/2019;1800;24.1;18.1;
83842;23/05/2019;0000;20.9;17.9;
83842;23/05/2019;1200;16.9;16.7;
83842;23/05/2019;1800;16.9;16.3;
83842;24/05/2019;0000;15.7;15.5;
83842;24/05/2019;1200;15.5;15.3;
83842;24/05/2019;1800;18.4;16;
83842;25/05/2019;0000;12.1;9.7;
83842;25/05/2019;1200;11.1;10;
83842;25/05/2019;1800;18.5;14.3;
83842;26/05/2019;0000;13.2;12.2;
83842;26/05/2019;1200;11.9;11.1;
83842;26/05/2019;1800;20.5;15.5;
83842;27/05/2019;0000;15.2;14.8;
83842;27/05/2019;1200;12.7;12.3;
83842;27/05/2019;1800;25.2;18.1;
83842;28/05/2019;0000;18.5;16.7;
83842;28/05/2019;1200;16.6;14.5;
83842;28/05/2019;1800;16.3;15.9;
83842;29/05/2019;0000;16;15.7;
83842;29/05/2019;1200;16.7;16.3;
83842;29/05/2019;1800;18.6;17.5;
83842;30/05/2019;0000;16.5;15.7;
83842;30/05/2019;1200;16;15.9;
83842;30/05/2019;1800;19.4;18.6;
83842;31/05/2019;0000;17.1;16.8;
83842;31/05/2019;1200;17.6;17.3;
83842;31/05/2019;1800;18;17.8;
83842;01/06/2019;0000;17.5;17.1;
83842;01/06/2019;1200;15.4;15.1;
83842;01/06/2019;1800;18.7;17.1;
83842;02/06/2019;0000;16.5;16.1;
83842;02/06/2019;1200;15.7;15.4;
83842;02/06/2019;1800;18.9;16.9;
83842;03/06/2019;0000;15.1;14.5;
83842;03/06/2019;1200;14.7;14.5;
83842;03/06/2019;1800;19.7;17.3;
83842;04/06/2019;0000;15.5;15;
83842;04/06/2019;1200;10.8;9.5;
83842;04/06/2019;1800;16.7;11.5;
83842;05/06/2019;0000;10.1;9.1;
83842;05/06/2019;1200;9.4;9.2;
83842;05/06/2019;1800;15.5;13.1;
83842;06/06/2019;0000;12.9;12.1;
83842;06/06/2019;1200;14;13;
83842;06/06/2019;1800;18.2;14.5;
83842;07/06/2019;0000;13;12.6;
83842;07/06/2019;1200;11.9;11.7;
83842;07/06/2019;1800;22.1;15.5;
83842;08/06/2019;0000;15.9;13.7;
83842;08/06/2019;1200;10.7;10.5;
83842;08/06/2019;1800;23.3;16;
83842;09/06/2019;0000;16.8;14.2;
83842;09/06/2019;1200;12.1;11.5;
83842;09/06/2019;1800;22;16.5;
83842;10/06/2019;0000;14.5;13.5;
83842;10/06/2019;1200;13.7;13.5;
83842;10/06/2019;1800;20.5;15.5;
83842;11/06/2019;0000;14.1;13.1;
83842;11/06/2019;1200;12;11.7;
83842;11/06/2019;1800;22.6;15.7;
83842;12/06/2019;0000;17.8;15.9;
83842;12/06/2019;1200;12.7;12.4;
83842;12/06/2019;1800;23.2;17.5;
83842;13/06/2019;0000;17.2;15.6;
83842;13/06/2019;1200;12.4;12.1;
83842;13/06/2019;1800;24;17.7;
83842;14/06/2019;0000;19.5;17.1;
83842;14/06/2019;1200;15.1;14.3;
83842;14/06/2019;1800;25.6;17.2;
83842;15/06/2019;0000;20.9;17.8;
83842;15/06/2019;1200;17.7;16.1;
83842;15/06/2019;1800;25.5;18.3;
83842;16/06/2019;0000;18.9;16.6;
83842;16/06/2019;1200;14.8;14.5;
83842;16/06/2019;1800;25.2;17.3;
83842;17/06/2019;0000;17.5;15.1;
83842;17/06/2019;1200;13.7;13.3;
83842;17/06/2019;1800;22.4;16.3;
83842;18/06/2019;0000;14.9;14.1;
83842;18/06/2019;1200;14.7;13.9;
83842;18/06/2019;1800;19.9;14.5;
83842;19/06/2019;0000;17.7;15.1;
83842;19/06/2019;1200;16;13.8;
83842;19/06/2019;1800;23.9;16.8;
83842;20/06/2019;0000;19.5;15.9;
83842;20/06/2019;1200;15.1;13.9;
83842;20/06/2019;1800;20.7;17.5;
83842;21/06/2019;0000;14.7;13.9;
83842;21/06/2019;1200;14.5;13.3;
83842;21/06/2019;1800;16.7;14.7;
83842;22/06/2019;0000;15.1;14.3;
83842;22/06/2019;1200;12.7;12.1;
83842;22/06/2019;1800;20.3;16.3;
83842;23/06/2019;0000;15.6;14.8;
83842;23/06/2019;1200;11;10.9;
83842;23/06/2019;1800;21.8;16.1;
83842;24/06/2019;0000;17.3;15.4;
83842;24/06/2019;1200;13.3;12.6;
83842;24/06/2019;1800;23.1;15.8;
83842;25/06/2019;0000;16.7;14.9;
83842;25/06/2019;1200;14.8;13.5;
83842;25/06/2019;1800;23.4;15.9;
83842;26/06/2019;0000;19.1;15.1;
83842;26/06/2019;1200;15.6;13.5;
83842;26/06/2019;1800;14.7;14.3;
83842;27/06/2019;0000;14.4;14.1;
83842;27/06/2019;1200;13.5;13.1;
83842;27/06/2019;1800;18.2;16.3;
83842;28/06/2019;0000;17.1;16.2;
83842;28/06/2019;1200;14.8;14.6;
83842;28/06/2019;1800;25;18.5;
83842;29/06/2019;0000;19.9;17.9;
83842;29/06/2019;1200;15.3;15.1;
83842;29/06/2019;1800;25.2;18.3;
83842;30/06/2019;0000;19.3;17.3;
83842;30/06/2019;1200;16.6;15.2;
83842;30/06/2019;1800;25.6;18.5;
83842;01/07/2019;0000;21.6;17.9;
83842;01/07/2019;1200;18.5;15.9;
83842;01/07/2019;1800;22;18.2;
83842;02/07/2019;0000;21.6;18;
83842;02/07/2019;1200;15.5;15.1;
83842;02/07/2019;1800;23.2;18.4;
83842;03/07/2019;0000;19.2;16.5;
83842;03/07/2019;1200;18.9;16.2;
83842;03/07/2019;1800;20.7;17.6;
83842;04/07/2019;0000;15.5;14.9;
83842;04/07/2019;1200;13.1;12.5;
83842;04/07/2019;1800;17.1;14.5;
83842;05/07/2019;0000;11.1;10.4;
83842;05/07/2019;1200;8.9;8.1;
83842;05/07/2019;1800;13.3;7.5;
83842;06/07/2019;0000;6.7;3.3;
83842;06/07/2019;1200;2;1.1;
83842;06/07/2019;1800;12.7;7.5;
83842;07/07/2019;0000;7.3;5;
